city,lat,lon,place_id,rain_mean,feels_like_mean,id_booking
Saintes Maries de la mer,43.4515922,4.4277202,74989696.0,0.01002857142857143,7.824285714285714,-1465138
Aigues Mortes,43.5661521,4.19154,74835274.0,0.017714285714285714,8.348571428571429,-1406800
Nimes,43.8374249,4.3600687,75374635.0,0.36660000000000004,7.335714285714286,-1455068
Collioure,42.52505,3.0831554,76480430.0,0.4572,10.118571428571428,-1421032
Aix en Provence,43.5298424,5.4474738,74605205.0,0.7366571428571429,6.97,-1406939
